,Title,Date,Fragments,Lab/Ops,Principles
422,"Bazilica chymica, & Praxis chymiatricæ, or, Royal and practical chymistry in three treatises : wherein all those excellent medicines and chymical preparations are fully discovered, from whence all our modern chymists have drawn their choicest remedies : being a translation of Oswald Crollius, his Royal chymistry, augmented and inlarged by John Hartman : to which is added his Treatise of signatures of internal things, or, A true and lively anatomy of the greater and lesser world : as also, The practice of chymistry of John Hartman, M.D., augmented and inlarged by his son / all faithfully Englished by a lover of chymistry.",1670-01-01,the hardned matter or coagulated sulphur the plaister is thus made,1,
423,"Bazilica chymica, & Praxis chymiatricæ, or, Royal and practical chymistry in three treatises : wherein all those excellent medicines and chymical preparations are fully discovered, from whence all our modern chymists have drawn their choicest remedies : being a translation of Oswald Crollius, his Royal chymistry, augmented and inlarged by John Hartman : to which is added his Treatise of signatures of internal things, or, A true and lively anatomy of the greater and lesser world : as also, The practice of chymistry of John Hartman, M.D., augmented and inlarged by his son / all faithfully Englished by a lover of chymistry.",1670-01-01,hours after the taking of mercury let broth be given and,1,
424,"A dialogue between alkali and acid containing divers philosophical and medicinal considerations : wherein a late pretended new hypothesis asserting alkali the cause and acid the cure of all diseases, is proved groundless and dangerous : being a specimen of the immodest self-applause, shameful contempt, and abuse of all physicians, gross mistakes and great ignorance of the pretender John Colbatch / by T.E., Chirurgo-Medicus.",1698-01-01,take to be acid and sulphur as the vital active ones,1,
425,"A dialogue between alkali and acid containing divers philosophical and medicinal considerations : wherein a late pretended new hypothesis asserting alkali the cause and acid the cure of all diseases, is proved groundless and dangerous : being a specimen of the immodest self-applause, shameful contempt, and abuse of all physicians, gross mistakes and great ignorance of the pretender John Colbatch / by T.E., Chirurgo-Medicus.",1698-01-01,may be got from the sulphur that goes into the compound,1,
426,"A dialogue between alkali and acid containing divers philosophical and medicinal considerations : wherein a late pretended new hypothesis asserting alkali the cause and acid the cure of all diseases, is proved groundless and dangerous : being a specimen of the immodest self-applause, shameful contempt, and abuse of all physicians, gross mistakes and great ignorance of the pretender John Colbatch / by T.E., Chirurgo-Medicus.",1698-01-01,so we need not argue sulphur to be an alkali but,1,
427,"A dialogue between alkali and acid containing divers philosophical and medicinal considerations : wherein a late pretended new hypothesis asserting alkali the cause and acid the cure of all diseases, is proved groundless and dangerous : being a specimen of the immodest self-applause, shameful contempt, and abuse of all physicians, gross mistakes and great ignorance of the pretender John Colbatch / by T.E., Chirurgo-Medicus.",1698-01-01,quatenus acid for spirit of salt will take it off but,1,
428,"A dialogue between alkali and acid containing divers philosophical and medicinal considerations : wherein a late pretended new hypothesis asserting alkali the cause and acid the cure of all diseases, is proved groundless and dangerous : being a specimen of the immodest self-applause, shameful contempt, and abuse of all physicians, gross mistakes and great ignorance of the pretender John Colbatch / by T.E., Chirurgo-Medicus.",1698-01-01,compact skin so that the salts they contain do circulate and,1,
429,"A dialogue between alkali and acid containing divers philosophical and medicinal considerations : wherein a late pretended new hypothesis asserting alkali the cause and acid the cure of all diseases, is proved groundless and dangerous : being a specimen of the immodest self-applause, shameful contempt, and abuse of all physicians, gross mistakes and great ignorance of the pretender John Colbatch / by T.E., Chirurgo-Medicus.",1698-01-01,as easily as any other sulphur and every thing is dissolv,1,
430,"A new treatise of natural philosophy, free'd from the intricacies of the schools adorned with many curious experiments both medicinal and chymical : as also with several observations useful for the health of the body.",1687-01-01,like the corpuscles of fire salt and vitriol which does sharpen,,
431,"A new treatise of natural philosophy, free'd from the intricacies of the schools adorned with many curious experiments both medicinal and chymical : as also with several observations useful for the health of the body.",1687-01-01,the wells of bourbon the salt hinders them from withering after,1,
432,"A new treatise of natural philosophy, free'd from the intricacies of the schools adorned with many curious experiments both medicinal and chymical : as also with several observations useful for the health of the body.",1687-01-01,of mettals to wit salt sulphur and mercury of which salt,,1
433,"A new treatise of natural philosophy, free'd from the intricacies of the schools adorned with many curious experiments both medicinal and chymical : as also with several observations useful for the health of the body.",1687-01-01,sweeter than sugar and the salt of antimony is like it,1,
434,"A new treatise of natural philosophy, free'd from the intricacies of the schools adorned with many curious experiments both medicinal and chymical : as also with several observations useful for the health of the body.",1687-01-01,self of note is the saltness of its waters originally produced,1,
